gamma,omega,M_m1,M_m2,M_m3,M_m4,Q
165.0,2000.0,-15372420.594819123,31770864.206500866,-71201041.95769417,-12474044.16832935,5461501468718776.0
165.0,3000.0,-15322606.207370775,31763604.60303226,-73273895.338596,-11277515.257188857,5731028349453805.0
165.0,4000.0,-15272791.819922425,31756344.999563653,-75346748.71949783,-10080986.346048363,6012016998283051.0
165.0,5000.0,-15222977.432474077,31749085.39609505,-77419602.10039966,-8884457.434907867,6304467415206512.0
165.0,6000.0,-15173163.045025727,31741825.792626444,-79492455.48130149,-7687928.523767372,6608379600224189.0
165.0,7000.0,-15123348.657577379,31734566.18915784,-81565308.86220331,-6491399.612626878,6923753553336082.0
165.0,8000.0,-15073534.270129029,31727306.585689235,-83638162.24310514,-5294870.701486383,7250589274542192.0
165.0,9000.0,-15023719.88268068,31720046.98222063,-85711015.62400697,-4098341.7903458886,7588886763842518.0
165.0,10000.0,-14973905.495232332,31712787.378752027,-87783869.0049088,-2901812.8792053927,7938646021237059.0
165.0,11000.0,-14924091.107783983,31705527.77528342,-89856722.38581063,-1705283.9680648986,8299867046725817.0
165.0,12000.0,-14874276.720335634,31698268.171814814,-91929575.76671246,-508755.0569244027,8672549840308791.0
165.0,13000.0,-14824462.332887284,31691008.56834621,-94002429.1476143,687773.8542160913,9056221369111440.0
165.0,14000.0,-14774647.945438936,31683748.964877605,-96075282.52851611,1884302.7653565854,9448750134845856.0
165.0,15000.0,-14724833.557990586,31676489.361409,-98148135.90941796,3080831.6764970813,9849877305804104.0
165.0,16000.0,-14675019.170542238,31669229.757940397,-100220989.29031979,4277360.587637575,1.0259602881986176e+16
165.0,17000.0,-14625204.783093888,31661970.154471792,-102293842.67122161,5473889.498778069,1.0677926863392072e+16
165.0,18000.0,-14575390.39564554,31654710.551003188,-104366696.05212344,6670418.409918563,1.1104849250021794e+16
165.0,19000.0,-14525576.00819719,31647450.94753458,-106439549.43302527,7866947.321059061,1.1540370041875344e+16
165.0,20000.0,-14475761.620748842,31640191.344065975,-108512402.8139271,9063476.232199555,1.198448923895272e+16
165.0,21000.0,-14425947.233300492,31632931.74059737,-110585256.19482893,10260005.14334005,1.243720684125392e+16
165.0,22000.0,-14376132.845852144,31625672.137128767,-112658109.57573076,11456534.054480543,1.2898522848778946e+16
165.0,23000.0,-14326318.458403796,31618412.533660162,-114730962.95663258,12653062.965621037,1.33684372615278e+16
165.0,24000.0,-14276504.070955446,31611152.930191558,-116803816.33753443,13849591.876761535,1.3846950079500482e+16
165.0,25000.0,-14226689.683507098,31603893.326722953,-118876669.71843624,15046120.78790203,1.4334061302696984e+16
165.0,26000.0,-14176875.296058748,31596633.723254345,-120949523.09933808,16242649.699042523,1.4829770931117316e+16
165.0,27000.0,-14127060.9086104,31589374.11978574,-123022376.4802399,17439178.610183015,1.533407896476147e+16
165.0,28000.0,-14077246.52116205,31582114.516317137,-125095229.86114174,18635707.52132351,1.5846985403629458e+16
165.0,29000.0,-14027432.133713702,31574854.912848532,-127168083.24204355,19832236.43246401,1.6368490247721262e+16
165.0,30000.0,-13977617.746265352,31567595.309379928,-129240936.6229454,21028765.343604505,1.6898593497036902e+16
165.0,31000.0,-13927803.358817004,31560335.705911323,-131313790.00384723,22225294.254745,1.7437295151576362e+16
165.0,32000.0,-13877988.971368656,31553076.10244272,-133386643.38474905,23421823.165885493,1.7984595211339648e+16
165.0,33000.0,-13828174.583920306,31545816.49897411,-135459496.76565087,24618352.077025987,1.854049367632676e+16
165.0,34000.0,-13778360.196471957,31538556.895505507,-137532350.1465527,25814880.98816648,1.91049905465377e+16
165.0,35000.0,-13728545.809023608,31531297.292036902,-139605203.52745456,27011409.899306975,1.9678085821972468e+16
165.0,36000.0,-13678731.42157526,31524037.688568298,-141678056.90835637,28207938.81044747,2.0259779502631056e+16
165.0,37000.0,-13628917.03412691,31516778.085099693,-143750910.2892582,29404467.72158797,2.085007158851348e+16
165.0,38000.0,-13579102.646678561,31509518.48163109,-145823763.67016003,30600996.632728465,2.1448962079619716e+16
165.0,39000.0,-13529288.259230211,31502258.878162485,-147896617.05106187,31797525.54386896,2.2056450975949788e+16
165.0,40000.0,-13479473.871781863,31494999.274693877,-149969470.43196368,32994054.455009453,2.2672538277503676e+16
165.0,41000.0,-13429659.484333515,31487739.671225272,-152042323.81286553,34190583.36614995,2.3297223984281404e+16
165.0,42000.0,-13379845.096885165,31480480.067756668,-154115177.19376734,35387112.27729044,2.3930508096282944e+16
165.0,43000.0,-13330030.709436815,31473220.464288063,-156188030.57466918,36583641.188430935,2.4572390613508324e+16
165.0,44000.0,-13280216.321988467,31465960.86081946,-158260883.955571,37780170.09957143,2.5222871535957516e+16
165.0,45000.0,-13230401.934540119,31458701.257350855,-160333737.33647284,38976699.01071192,2.5881950863630548e+16
165.0,46000.0,-13180587.547091769,31451441.65388225,-162406590.71737465,40173227.92185242,2.6549628596527396e+16
165.0,47000.0,-13130773.159643421,31444182.050413646,-164479444.0982765,41369756.83299291,2.7225904734648076e+16
165.0,48000.0,-13080958.772195071,31436922.446945038,-166552297.47917834,42566285.74413341,2.7910779277992584e+16
165.0,49000.0,-13031144.384746723,31429662.843476433,-168625150.86008015,43762814.65527391,2.8604252226560908e+16
165.0,50000.0,-12981329.997298375,31422403.24000783,-170698004.240982,44959343.5664144,2.9306323580353068e+16
165.0,51000.0,-12931515.609850025,31415143.636539225,-172770857.6218838,46155872.477554895,3.0016993339369044e+16
165.0,52000.0,-12881701.222401675,31407884.03307062,-174843711.00278565,47352401.38869539,3.0736261503608852e+16
165.0,53000.0,-12831886.834953327,31400624.429602016,-176916564.38368747,48548930.29983588,3.146412807307248e+16
165.0,54000.0,-12782072.447504979,31393364.82613341,-178989417.7645893,49745459.21097638,3.2200593047759944e+16
165.0,55000.0,-12732258.060056629,31386105.222664803,-181062271.14549112,50941988.12211687,3.2945656427671224e+16
165.0,56000.0,-12682443.67260828,31378845.6191962,-183135124.52639297,52138517.033257365,3.369931821280634e+16
165.0,57000.0,-12632629.28515993,31371586.015727594,-185207977.90729478,53335045.94439786,3.446157840316527e+16
165.0,58000.0,-12582814.897711582,31364326.41225899,-187280831.28819662,54531574.85553836,3.523243699874804e+16
165.0,59000.0,-12533000.510263234,31357066.808790386,-189353684.66909844,55728103.76667885,3.6011893999554624e+16
165.0,60000.0,-12483186.122814884,31349807.20532178,-191426538.05000028,56924632.67781935,3.679994940558505e+16
165.0,61000.0,-12433371.735366534,31342547.601853177,-193499391.4309021,58121161.588959835,3.759660321683927e+16
165.0,62000.0,-12383557.347918186,31335287.99838457,-195572244.81180394,59317690.50010034,3.840185543331734e+16
165.0,63000.0,-12333742.960469838,31328028.394915964,-197645098.19270578,60514219.41124082,3.921570605501925e+16
165.0,64000.0,-12283928.573021488,31320768.79144736,-199717951.5736076,61710748.322381325,4.003815508194496e+16
165.0,65000.0,-12234114.18557314,31313509.187978756,-201790804.95450944,62907277.23352183,4.086920251409451e+16
165.0,66000.0,-12184299.79812479,31306249.58451015,-203863658.33541125,64103806.14466231,4.170884835146788e+16
165.0,67000.0,-12134485.410676442,31298989.981041547,-205936511.7163131,65300335.055802815,4.255709259406508e+16
165.0,68000.0,-12084671.023228092,31291730.377572943,-208009365.0972149,66496863.9669433,4.34139352418861e+16
165.0,69000.0,-12034856.635779744,31284470.774104334,-210082218.47811675,67693392.8780838,4.427937629493094e+16
165.0,70000.0,-11985042.248331394,31277211.17063573,-212155071.8590186,68889921.78922428,4.515341575319963e+16
165.0,71000.0,-11935227.860883046,31269951.567167126,-214227925.2399204,70086450.70036478,4.603605361669213e+16
165.0,72000.0,-11885413.473434698,31262691.96369852,-216300778.62082225,71282979.61150527,4.692728988540846e+16
165.0,73000.0,-11835599.085986348,31255432.360229917,-218373632.00172406,72479508.52264577,4.782712455934861e+16
165.0,74000.0,-11785784.698537998,31248172.756761312,-220446485.3826259,73676037.43378627,4.873555763851259e+16
165.0,75000.0,-11735970.31108965,31240913.153292708,-222519338.76352772,74872566.34492676,4.965258912290038e+16
165.0,76000.0,-11686155.923641302,31233653.549824104,-224592192.14442956,76069095.25606726,5.0578219012512024e+16
165.0,77000.0,-11636341.536192952,31226393.946355496,-226665045.52533138,77265624.16720775,5.151244730734747e+16
165.0,78000.0,-11586527.148744604,31219134.34288689,-228737898.90623322,78462153.07834825,5.245527400740676e+16
165.0,79000.0,-11536712.761296254,31211874.739418287,-230810752.28713503,79658681.98948874,5.3406699112689864e+16
165.0,80000.0,-11486898.373847906,31204615.135949682,-232883605.66803688,80855210.90062924,5.436672262319681e+16
165.0,81000.0,-11437083.986399557,31197355.532481078,-234956459.0489387,82051739.81176972,5.533534453892757e+16
165.0,82000.0,-11387269.598951207,31190095.929012474,-237029312.42984053,83248268.72291023,5.631256485988216e+16
165.0,83000.0,-11337455.211502858,31182836.32554387,-239102165.81074238,84444797.63405071,5.729838358606058e+16
165.0,84000.0,-11287640.82405451,31175576.72207526,-241175019.1916442,85641326.54519121,5.829280071746281e+16
165.0,85000.0,-11237826.436606161,31168317.118606657,-243247872.57254604,86837855.45633171,5.929581625408888e+16
165.0,86000.0,-11188012.049157811,31161057.515138052,-245320725.95344785,88034384.3674722,6.030743019593877e+16
165.0,87000.0,-11138197.661709461,31153797.911669448,-247393579.3343497,89230913.2786127,6.132764254301249e+16
165.0,88000.0,-11088383.274261113,31146538.308200844,-249466432.7152515,90427442.18975319,6.235645329531002e+16
165.0,89000.0,-11038568.886812765,31139278.70473224,-251539286.09615335,91623971.10089369,6.33938624528314e+16
165.0,90000.0,-10988754.499364417,31132019.101263635,-253612139.47705516,92820500.01203418,6.4439870015576584e+16
165.0,91000.0,-10938940.111916067,31124759.497795027,-255684992.857957,94017028.92317468,6.549447598354562e+16
165.0,92000.0,-10889125.724467717,31117499.894326422,-257757846.23885882,95213557.83431517,6.655768035673845e+16
165.0,93000.0,-10839311.337019369,31110240.290857818,-259830699.61976066,96410086.74545567,6.762948313515514e+16
165.0,94000.0,-10789496.94957102,31102980.687389214,-261903553.00066248,97606615.65659615,6.870988431879562e+16
165.0,95000.0,-10739682.562122671,31095721.08392061,-263976406.38156432,98803144.56773666,6.979888390765995e+16
165.0,96000.0,-10689868.174674321,31088461.480452005,-266049259.76246616,99999673.47887716,7.089648190174811e+16
165.0,97000.0,-10640053.787225973,31081201.8769834,-268122113.14336798,101196202.39001764,7.200267830106008e+16
165.0,98000.0,-10590239.399777625,31073942.273514792,-270194966.5242698,102392731.30115815,7.31174731055959e+16
165.0,99000.0,-10540425.012329277,31066682.670046188,-272267819.90517163,103589260.21229863,7.424086631535552e+16
165.0,100000.0,-10490610.624880927,31059423.066577584,-274340673.28607345,104785789.12343913,7.537285793033896e+16
170.0,-100000.0,-20731722.42412412,33225348.300106257,140230102.10499775,-134522741.18286943,1.852617221002421e+16
170.0,-99000.0,-20681908.03667577,33218088.696637653,138157248.72409588,-133326212.27172893,1.8203620198763636e+16
170.0,-98000.0,-20632093.64922742,33210829.09316905,136084395.34319407,-132129683.36058845,1.7883936513319854e+16
170.0,-97000.0,-20582279.261779074,33203569.48970044,134011541.96229224,-130933154.44944794,1.756712115369285e+16
170.0,-96000.0,-20532464.874330726,33196309.886231836,131938688.58139043,-129736625.53830746,1.7253174119882636e+16
170.0,-95000.0,-20482650.486882374,33189050.28276323,129865835.20048858,-128540096.62716696,1.69420954118892e+16
170.0,-94000.0,-20432836.099434026,33181790.679294627,127792981.81958674,-127343567.71602646,1.663388502971255e+16
170.0,-93000.0,-20383021.711985677,33174531.075826023,125720128.43868493,-126147038.80488597,1.6328542973352686e+16
170.0,-92000.0,-20333207.32453733,33167271.47235742,123647275.05778308,-124950509.89374547,1.6026069242809602e+16
170.0,-91000.0,-20283392.93708898,33160011.868888814,121574421.67688127,-123753980.98260498,1.5726463838083308e+16
170.0,-90000.0,-20233578.54964063,33152752.265420206,119501568.29597943,-122557452.07146448,1.542972675917379e+16
170.0,-89000.0,-20183764.16219228,33145492.6619516,117428714.91507761,-121360923.16032399,1.5135858006081062e+16
170.0,-88000.0,-20133949.774743933,33138233.058482997,115355861.53417577,-120164394.24918349,1.4844857578805114e+16
170.0,-87000.0,-20084135.387295585,33130973.455014393,113283008.15327395,-118967865.338043,1.4556725477345952e+16
170.0,-86000.0,-20034320.999847233,33123713.85154579,111210154.77237211,-117771336.4269025,1.4271461701703572e+16
170.0,-85000.0,-19984506.612398885,33116454.248077184,109137301.3914703,-116574807.51576202,1.3989066251877978e+16
170.0,-84000.0,-19934692.224950537,33109194.64460858,107064448.01056845,-115378278.60462151,1.3709539127869166e+16
170.0,-83000.0,-19884877.83750219,33101935.04113997,104991594.62966664,-114181749.69348101,1.3432880329677138e+16
170.0,-82000.0,-19835063.45005384,33094675.437671367,102918741.2487648,-112985220.78234053,1.3159089857301896e+16
170.0,-81000.0,-19785249.06260549,33087415.834202763,100845887.86786295,-111788691.87120003,1.2888167710743434e+16
170.0,-80000.0,-19735434.67515714,33080156.23073416,98773034.48696114,-110592162.96005954,1.2620113890001758e+16
170.0,-79000.0,-19685620.287708793,33072896.627265554,96700181.1060593,-109395634.04891904,1.2354928395076866e+16
170.0,-78000.0,-19635805.900260445,33065637.02379695,94627327.72515748,-108199105.13777855,1.2092611225968758e+16
170.0,-77000.0,-19585991.512812093,33058377.420328345,92554474.34425564,-107002576.22663805,1.1833162382677434e+16
170.0,-76000.0,-19536177.125363745,33051117.816859737,90481620.96335383,-105806047.31549756,1.1576581865202894e+16
170.0,-75000.0,-19486362.737915397,33043858.213391133,88408767.58245198,-104609518.40435706,1.1322869673545136e+16
170.0,-74000.0,-19436548.35046705,33036598.60992253,86335914.20155017,-103412989.49321657,1.1072025807704166e+16
170.0,-73000.0,-19386733.9630187,33029339.006453924,84263060.82064833,-102216460.58207607,1.0824050267679974e+16
170.0,-72000.0,-19336919.57557035,33022079.40298532,82190207.43974651,-101019931.67093557,1.0578943053472568e+16
170.0,-71000.0,-19287105.188122,33014819.799516715,80117354.05884467,-99823402.75979508,1.0336704165081946e+16
170.0,-70000.0,-19237290.800673652,33007560.19604811,78044500.67794286,-98626873.84865458,1.009733360250811e+16
170.0,-69000.0,-19187476.413225304,33000300.592579506,75971647.29704101,-97430344.9375141,9860831365751056.0
170.0,-68000.0,-19137662.025776953,32993040.9891109,73898793.91613917,-96233816.0263736,9627197454810786.0
170.0,-67000.0,-19087847.638328604,32985781.385642294,71825940.53523736,-95037287.11523311,9396431869687298.0
170.0,-66000.0,-19038033.250880256,32978521.78217369,69753087.15433551,-93840758.2040926,9168534610380596.0
170.0,-65000.0,-18988218.86343191,32971262.178705085,67680233.7734337,-92644229.29295212,8943505676890679.0
170.0,-64000.0,-18938404.47598356,32964002.57523648,65607380.39253187,-91447700.38181162,8721345069217543.0
170.0,-63000.0,-18888590.08853521,32956742.971767876,63534527.01163004,-90251171.47067112,8502052787361190.0
170.0,-62000.0,-18838775.70108686,32949483.368299272,61461673.630728215,-89054642.55953063,8285628831321625.0
170.0,-61000.0,-18788961.313638512,32942223.764830664,59388820.24982637,-87858113.64839013,8072073201098841.0
170.0,-60000.0,-18739146.92619016,32934964.16136206,57315966.86892454,-86661584.73724964,7861385896692842.0
170.0,-59000.0,-18689332.538741812,32927704.557893455,55243113.488022715,-85465055.82610914,7653566918103625.0
170.0,-58000.0,-18639518.151293464,32920444.95442485,53170260.10712089,-84268526.91496865,7448616265331196.0
170.0,-57000.0,-18589703.763845116,32913185.350956246,51097406.72621906,-83071998.00382815,7246533938375546.0
170.0,-56000.0,-18539889.376396768,32905925.747487642,49024553.34531723,-81875469.09268765,7047319937236681.0
170.0,-55000.0,-18490074.988948416,32898666.144019037,46951699.9644154,-80678940.18154716,6850974261914602.0
