"","id","displaced","EDUC","first.displaced","race","gender","year","earn","learn"
"10033",717,0,"HS",0,"White","Male",2003,36000,10.4912742174382
"10034",717,0,"HS",0,"White","Male",2005,40000,10.5966347330961
"10035",717,0,"HS",0,"White","Male",2007,36000,10.4912742174382
"10036",717,0,"HS",0,"White","Male",2009,45000,10.7144177687525
"10037",717,0,"HS",0,"White","Male",2011,42000,10.6454248972655
"10038",717,0,"HS",0,"White","Male",2013,56240,10.9373835264845
"10060",719,0,"HS",0,"White","Male",2001,38000,10.5453414387085
"10061",719,0,"HS",0,"White","Male",2003,50000,10.8197782844103
"10062",719,0,"HS",0,"White","Male",2005,48000,10.77895628989
"10063",719,0,"HS",0,"White","Male",2007,50000,10.8197782844103
"10064",719,0,"HS",0,"White","Male",2009,60950,11.0178091349094
"10065",719,0,"HS",0,"White","Male",2011,65000,11.0821425488778
"10066",719,0,"HS",0,"White","Male",2013,62500,11.0429218357245
"10074",720,1,"HS",2003,"White","Female",2001,23000,10.0432494949113
"10075",720,1,"HS",2003,"White","Female",2003,16000,9.68034400122192
"10076",720,1,"HS",2003,"White","Female",2005,35000,10.4631033404715
"10077",720,1,"HS",2003,"White","Female",2007,28000,10.2399597891573
"10078",720,1,"HS",2003,"White","Female",2009,23000,10.0432494949113
"10079",720,1,"HS",2003,"White","Female",2011,23000,10.0432494949113
"10080",720,1,"HS",2003,"White","Female",2013,26000,10.1658518170036
"10088",721,0,"HS",0,"White","Female",2001,15000,9.61580548008435
"10089",721,0,"HS",0,"White","Female",2003,15000,9.61580548008435
"10090",721,0,"HS",0,"White","Female",2005,22000,9.99879773234045
"10091",721,0,"HS",0,"White","Female",2007,307823,12.6372802214419
"10092",721,0,"HS",0,"White","Female",2009,29000,10.2750511089686
"10093",721,0,"HS",0,"White","Female",2011,24000,10.0858091093301
"10094",721,0,"HS",0,"White","Female",2013,29000,10.2750511089686
"10116",723,0,"HS",0,"White","Female",2001,20000,9.90348755253613
"10117",723,0,"HS",0,"White","Female",2003,20000,9.90348755253613
"10118",723,0,"HS",0,"White","Female",2005,25000,10.1266311038503
"10119",723,0,"HS",0,"White","Female",2007,25164,10.1331696806899
"10120",723,0,"HS",0,"White","Female",2009,25000,10.1266311038503
"10121",723,0,"HS",0,"White","Female",2011,25000,10.1266311038503
"10122",723,0,"HS",0,"White","Female",2013,30000,10.3089526606443
"10144",725,0,"HS",0,"White","Male",2001,67000,11.1124478983731
"10145",725,0,"HS",0,"White","Male",2003,73000,11.1982147201305
"10146",725,0,"HS",0,"White","Male",2005,74000,11.2118203721863
"10147",725,0,"HS",0,"White","Male",2007,74000,11.2118203721863
"10148",725,0,"HS",0,"White","Male",2009,80000,11.289781913656
"10149",725,0,"HS",0,"White","Male",2011,83000,11.3265958867787
"10150",725,0,"HS",0,"White","Male",2013,85000,11.3504065354725
"10200",729,0,"HS",0,"White","Male",2001,236000,12.3715870840077
"10201",729,0,"HS",0,"White","Male",2003,265933,12.4909996763376
"10202",729,0,"HS",0,"White","Male",2005,279816,12.5418875232812
"10203",729,0,"HS",0,"White","Male",2007,307823,12.6372802214419
"10204",729,0,"HS",0,"White","Male",2009,312324,12.6517963895019
"10205",729,0,"HS",0,"White","Male",2011,343830,12.7479026281589
"10206",729,0,"HS",0,"White","Male",2013,370314,12.8221065733704
"10312",737,1,"HS",2005,"White","Male",2001,11000,9.30565055178051
"10313",737,1,"HS",2005,"White","Male",2003,19000,9.85219425814858
"10314",737,1,"HS",2005,"White","Male",2005,25000,10.1266311038503
"10315",737,1,"HS",2005,"White","Male",2007,72000,11.1844213979982
"10316",737,1,"HS",2005,"White","Male",2009,82000,11.3144745262464
"10317",737,1,"HS",2005,"White","Male",2011,86000,11.3621025752356
"10318",737,1,"HS",2005,"White","Male",2013,90000,11.4075649493124
"10382",742,0,"COL",0,"White","Male",2001,85000,11.3504065354725
"10383",742,0,"COL",0,"White","Male",2003,106000,11.5711943730942
"10384",742,0,"COL",0,"White","Male",2005,1e+05,11.5129254649702
"10385",742,0,"COL",0,"White","Male",2007,115000,11.6526874073454
"10386",742,0,"COL",0,"White","Male",2009,127000,11.7519423654407
"10387",742,0,"COL",0,"White","Male",2011,130000,11.7752897294377
"10388",742,0,"COL",0,"White","Male",2013,130000,11.7752897294377
"10438",746,0,"HS",0,"White","Female",2001,26000,10.1658518170036
"10439",746,0,"HS",0,"White","Female",2003,32000,10.3734911817819
"10440",746,0,"HS",0,"White","Female",2005,35500,10.4772879754635
"10441",746,0,"HS",0,"White","Female",2007,39000,10.5713169251118
"10442",746,0,"HS",0,"White","Female",2009,49500,10.8097279485568
"10443",746,0,"HS",0,"White","Female",2011,49000,10.7995755770928
"10444",746,0,"HS",0,"White","Female",2013,51000,10.8395809117065
"10508",751,0,"HS",0,"White","Male",2001,48000,10.77895628989
"10509",751,0,"HS",0,"White","Male",2003,55000,10.9150884642146
"10510",751,0,"HS",0,"White","Male",2005,55000,10.9150884642146
"10511",751,0,"HS",0,"White","Male",2007,59000,10.9852927228879
"10512",751,0,"HS",0,"White","Male",2009,68000,11.1272629841582
"10513",751,0,"HS",0,"White","Male",2011,74115,11.213373219948
"10514",751,0,"HS",0,"White","Male",2013,90000,11.4075649493124
"10592",757,0,"COL",0,"Black","Female",2001,34000,10.4341158035983
"10593",757,0,"COL",0,"Black","Female",2003,35000,10.4631033404715
"10594",757,0,"COL",0,"Black","Female",2005,35000,10.4631033404715
"10595",757,0,"COL",0,"Black","Female",2007,35000,10.4631033404715
"10596",757,0,"COL",0,"Black","Female",2009,65000,11.0821425488778
"10597",757,0,"COL",0,"Black","Female",2011,67000,11.1124478983731
"10598",757,0,"COL",0,"Black","Female",2013,53000,10.8780471925343
"10662",762,1,"HS",2001,"Hispanic","Male",2001,42000,10.6454248972655
"10663",762,1,"HS",2001,"Hispanic","Male",2003,62000,11.0348896640272
"10664",762,1,"HS",2001,"Hispanic","Male",2005,12000,9.39266192877014
"10665",762,1,"HS",2001,"Hispanic","Male",2007,59000,10.9852927228879
"10666",762,1,"HS",2001,"Hispanic","Male",2009,69000,11.1418617835794
"10667",762,1,"HS",2001,"Hispanic","Male",2011,80000,11.289781913656
"10668",762,1,"HS",2001,"Hispanic","Male",2013,104000,11.5521461781235
"10676",763,1,"HS",2003,"Hispanic","Male",2001,25000,10.1266311038503
"10677",763,1,"HS",2003,"Hispanic","Male",2003,2800,7.9373746961633
"10678",763,1,"HS",2003,"Hispanic","Male",2005,23000,10.0432494949113
"10679",763,1,"HS",2003,"Hispanic","Male",2007,34000,10.4341158035983
"10680",763,1,"HS",2003,"Hispanic","Male",2009,24200,10.0941079121448
"10681",763,1,"HS",2003,"Hispanic","Male",2011,37000,10.5186731916264
"10682",763,1,"HS",2003,"Hispanic","Male",2013,42000,10.6454248972655
"10746",768,0,"HS",0,"White","Female",2001,16000,9.68034400122192
"10747",768,0,"HS",0,"White","Female",2003,16000,9.68034400122192
"10748",768,0,"HS",0,"White","Female",2005,7000,8.85366542803745
"10749",768,0,"HS",0,"White","Female",2007,7200,8.88183630500415
"10750",768,0,"HS",0,"White","Female",2009,8000,8.98719682066197
"10751",768,0,"HS",0,"White","Female",2011,7000,8.85366542803745
"10752",768,0,"HS",0,"White","Female",2013,14000,9.5468126085974
"10802",772,1,"HS",2003,"White","Male",2001,40000,10.5966347330961
"10803",772,1,"HS",2003,"White","Male",2003,60000,11.0020998412042
"10804",772,1,"HS",2003,"White","Male",2005,74000,11.2118203721863
"10805",772,1,"HS",2003,"White","Male",2007,60000,11.0020998412042
"10806",772,1,"HS",2003,"White","Male",2009,80000,11.289781913656
"10807",772,1,"HS",2003,"White","Male",2011,90000,11.4075649493124
"10808",772,1,"HS",2003,"White","Male",2013,92000,11.4295438560312
"10872",777,1,"COL",2003,"White","Male",2001,113000,11.6351430976945
"10873",777,1,"COL",2003,"White","Male",2003,85000,11.3504065354725
"10874",777,1,"COL",2003,"White","Male",2005,85000,11.3504065354725
"10875",777,1,"COL",2003,"White","Male",2007,88000,11.3850920934603
"10876",777,1,"COL",2003,"White","Male",2009,88000,11.3850920934603
"10877",777,1,"COL",2003,"White","Male",2011,78000,11.2644641056717
"10878",777,1,"COL",2003,"White","Male",2013,116000,11.6613454700885
"10886",778,1,"COL",2005,"White","Male",2001,46000,10.7363966754712
"10887",778,1,"COL",2005,"White","Male",2003,48000,10.77895628989
"10888",778,1,"COL",2005,"White","Male",2005,30000,10.3089526606443
"10889",778,1,"COL",2005,"White","Male",2007,77000,11.2515607008358
"10890",778,1,"COL",2005,"White","Male",2009,72000,11.1844213979982
"10891",778,1,"COL",2005,"White","Male",2011,74000,11.2118203721863
"10892",778,1,"COL",2005,"White","Male",2013,72000,11.1844213979982
"11096",793,0,"HS",0,"White","Male",2001,15000,9.61580548008435
"11097",793,0,"HS",0,"White","Male",2003,48000,10.77895628989
"11098",793,0,"HS",0,"White","Male",2005,30000,10.3089526606443
"11099",793,0,"HS",0,"White","Male",2007,50000,10.8197782844103
"11100",793,0,"HS",0,"White","Male",2009,25000,10.1266311038503
"11101",793,0,"HS",0,"White","Male",2011,7500,8.9226582995244
"11102",793,0,"HS",0,"White","Male",2013,23000,10.0432494949113
"11138",796,0,"COL",0,"White","Male",2001,58000,10.9681982895286
"11139",796,0,"COL",0,"White","Male",2003,58000,10.9681982895286
"11140",796,0,"COL",0,"White","Male",2005,58000,10.9681982895286
"11141",796,0,"COL",0,"White","Male",2007,62000,11.0348896640272
"11142",796,0,"COL",0,"White","Male",2009,70000,11.1562505210315
"11143",796,0,"COL",0,"White","Male",2011,80000,11.289781913656
"11144",796,0,"COL",0,"White","Male",2013,70000,11.1562505210315
"11180",799,1,"HS",2001,"White","Male",2001,69000,11.1418617835794
"11181",799,1,"HS",2001,"White","Male",2003,56000,10.9331069697173
"11182",799,1,"HS",2001,"White","Male",2005,53000,10.8780471925343
"11183",799,1,"HS",2001,"White","Male",2007,64500,11.0744205027839
"11184",799,1,"HS",2001,"White","Male",2009,63400,11.0572191404253
"11185",799,1,"HS",2001,"White","Male",2011,67000,11.1124478983731
"11186",799,1,"HS",2001,"White","Male",2013,49000,10.7995755770928
"11194",800,0,"HS",0,"White","Male",2001,52000,10.8589989975636
"11195",800,0,"HS",0,"White","Male",2003,52000,10.8589989975636
"11196",800,0,"HS",0,"White","Male",2005,54000,10.8967393255464
"11197",800,0,"HS",0,"White","Male",2007,62500,11.0429218357245
"11198",800,0,"HS",0,"White","Male",2009,74000,11.2118203721863
"11199",800,0,"HS",0,"White","Male",2011,69000,11.1418617835794
"11200",800,0,"HS",0,"White","Male",2013,80000,11.289781913656
"11208",801,0,"COL",0,"White","Female",2001,14900,9.60911649193355
"11209",801,0,"COL",0,"White","Female",2003,15000,9.61580548008435
"11210",801,0,"COL",0,"White","Female",2005,19327,9.86925836098547
"11211",801,0,"COL",0,"White","Female",2007,21550,9.9781310955319
"11212",801,0,"COL",0,"White","Female",2009,21875,9.99309971122582
"11213",801,0,"COL",0,"White","Female",2011,23000,10.0432494949113
"11214",801,0,"COL",0,"White","Female",2013,22800,10.0345158149425
"11222",802,0,"HS",0,"White","Male",2001,40000,10.5966347330961
"11223",802,0,"HS",0,"White","Male",2003,30000,10.3089526606443
"11224",802,0,"HS",0,"White","Male",2005,30000,10.3089526606443
"11225",802,0,"HS",0,"White","Male",2007,33000,10.4042628404486
"11226",802,0,"HS",0,"White","Male",2009,30000,10.3089526606443
"11227",802,0,"HS",0,"White","Male",2011,30000,10.3089526606443
"11228",802,0,"HS",0,"White","Male",2013,33280,10.4127118949351
"11292",807,1,"COL",2005,"White","Male",2001,67000,11.1124478983731
"11293",807,1,"COL",2005,"White","Male",2003,70000,11.1562505210315
"11294",807,1,"COL",2005,"White","Male",2005,70000,11.1562505210315
"11295",807,1,"COL",2005,"White","Male",2007,85000,11.3504065354725
"11296",807,1,"COL",2005,"White","Male",2009,85000,11.3504065354725
"11297",807,1,"COL",2005,"White","Male",2011,75000,11.2252433925184
"11298",807,1,"COL",2005,"White","Male",2013,125000,11.7360690162844
"11334",810,1,"COL",2013,"White","Female",2001,98000,11.4927227576527
"11335",810,1,"COL",2013,"White","Female",2003,103000,11.5424842672118
"11336",810,1,"COL",2013,"White","Female",2005,115000,11.6526874073454
"11337",810,1,"COL",2013,"White","Female",2007,115000,11.6526874073454
"11338",810,1,"COL",2013,"White","Female",2009,115000,11.6526874073454
"11339",810,1,"COL",2013,"White","Female",2011,134000,11.805595078933
"11340",810,1,"COL",2013,"White","Female",2013,102000,11.5327280922664
"11348",811,0,"HS",0,"White","Female",2001,3000,8.00636756765025
"11349",811,0,"HS",0,"White","Female",2003,6200,8.73230457103318
"11350",811,0,"HS",0,"White","Female",2005,16000,9.68034400122192
"11351",811,0,"HS",0,"White","Female",2007,15000,9.61580548008435
"11352",811,0,"HS",0,"White","Female",2009,15000,9.61580548008435
"11353",811,0,"HS",0,"White","Female",2011,19000,9.85219425814858
"11354",811,0,"HS",0,"White","Female",2013,17886,9.79177356290613
"11376",813,0,"COL",0,"White","Male",2001,31000,10.3417424834673
"11377",813,0,"COL",0,"White","Male",2003,33000,10.4042628404486
"11378",813,0,"COL",0,"White","Male",2005,33000,10.4042628404486
"11379",813,0,"COL",0,"White","Male",2007,38000,10.5453414387085
"11380",813,0,"COL",0,"White","Male",2009,42000,10.6454248972655
"11381",813,0,"COL",0,"White","Male",2011,36000,10.4912742174382
"11382",813,0,"COL",0,"White","Male",2013,52500,10.8685684485797
"11432",817,0,"COL",0,"White","Male",2001,62500,11.0429218357245
"11433",817,0,"COL",0,"White","Male",2003,66000,11.0974100210086
"11434",817,0,"COL",0,"White","Male",2005,117000,11.6699292137799
"11435",817,0,"COL",0,"White","Male",2007,108000,11.5898865061064
"11436",817,0,"COL",0,"White","Male",2009,121000,11.7035458245789
"11437",817,0,"COL",0,"White","Male",2011,121000,11.7035458245789
"11438",817,0,"COL",0,"White","Male",2013,130000,11.7752897294377
"11474",820,0,"COL",0,"White","Female",2001,68000,11.1272629841582
"11475",820,0,"COL",0,"White","Female",2003,75000,11.2252433925184
"11476",820,0,"COL",0,"White","Female",2005,85000,11.3504065354725
"11477",820,0,"COL",0,"White","Female",2007,97000,11.4824662574855
"11478",820,0,"COL",0,"White","Female",2009,115000,11.6526874073454
"11479",820,0,"COL",0,"White","Female",2011,123000,11.7199396343546
"11480",820,0,"COL",0,"White","Female",2013,110000,11.6082356447746
"11544",825,1,"COL",2013,"White","Male",2001,68000,11.1272629841582
"11545",825,1,"COL",2013,"White","Male",2003,70000,11.1562505210315
"11546",825,1,"COL",2013,"White","Male",2005,73000,11.1982147201305
"11547",825,1,"COL",2013,"White","Male",2007,80000,11.289781913656
"11548",825,1,"COL",2013,"White","Male",2009,83000,11.3265958867787
"11549",825,1,"COL",2013,"White","Male",2011,60000,11.0020998412042
"11550",825,1,"COL",2013,"White","Male",2013,80000,11.289781913656
"11572",827,0,"COL",0,"White","Male",2001,120000,11.6952470217642
"11573",827,0,"COL",0,"White","Male",2003,265933,12.4909996763376
"11574",827,0,"COL",0,"White","Male",2005,279816,12.5418875232812
"11575",827,0,"COL",0,"White","Male",2007,307823,12.6372802214419
"11576",827,0,"COL",0,"White","Male",2009,312324,12.6517963895019
"11577",827,0,"COL",0,"White","Male",2011,343830,12.7479026281589
"11578",827,0,"COL",0,"White","Male",2013,370314,12.8221065733704
"11656",833,0,"HS",0,"Black","Male",2001,16000,9.68034400122192
"11657",833,0,"HS",0,"Black","Male",2003,6000,8.69951474821019
"11658",833,0,"HS",0,"Black","Male",2005,35000,10.4631033404715
"11659",833,0,"HS",0,"Black","Male",2007,30000,10.3089526606443
"11660",833,0,"HS",0,"Black","Male",2009,34000,10.4341158035983
"11661",833,0,"HS",0,"Black","Male",2011,32000,10.3734911817819
"11662",833,0,"HS",0,"Black","Male",2013,32000,10.3734911817819
"11768",841,0,"HS",0,"White","Female",2001,23120,10.0484533227863
"11769",841,0,"HS",0,"White","Female",2003,25500,10.1464337311465
"11770",841,0,"HS",0,"White","Female",2005,30000,10.3089526606443
"11771",841,0,"HS",0,"White","Female",2007,34000,10.4341158035983
"11772",841,0,"HS",0,"White","Female",2009,34000,10.4341158035983
"11773",841,0,"HS",0,"White","Female",2011,33500,10.4193007178132
"11774",841,0,"HS",0,"White","Female",2013,32000,10.3734911817819
"11796",843,1,"HS",2005,"White","Female",2001,12000,9.39266192877014
"11797",843,1,"HS",2005,"White","Female",2003,10000,9.21034037197618
"11798",843,1,"HS",2005,"White","Female",2005,3000,8.00636756765025
"11799",843,1,"HS",2005,"White","Female",2007,9733,9.18327745242649
"11800",843,1,"HS",2005,"White","Female",2009,13000,9.47270463644367
"11801",843,1,"HS",2005,"White","Female",2011,21000,9.95227771670556
"11802",843,1,"HS",2005,"White","Female",2013,24000,10.0858091093301
"11852",847,0,"HS",0,"Black","Male",2001,65000,11.0821425488778
"11853",847,0,"HS",0,"Black","Male",2003,61000,11.0186291431554
"11854",847,0,"HS",0,"Black","Male",2005,67500,11.1198828768606
"11855",847,0,"HS",0,"Black","Male",2007,73500,11.2050406852009
"11856",847,0,"HS",0,"Black","Male",2009,80000,11.289781913656
"11857",847,0,"HS",0,"Black","Male",2011,80000,11.289781913656
"11858",847,0,"HS",0,"Black","Male",2013,84000,11.3385720778255
"11866",848,0,"HS",0,"White","Female",2001,23000,10.0432494949113
"11867",848,0,"HS",0,"White","Female",2003,23000,10.0432494949113
"11868",848,0,"HS",0,"White","Female",2005,30000,10.3089526606443
"11869",848,0,"HS",0,"White","Female",2007,29000,10.2750511089686
"11870",848,0,"HS",0,"White","Female",2009,36000,10.4912742174382
"11871",848,0,"HS",0,"White","Female",2011,26000,10.1658518170036
"11872",848,0,"HS",0,"White","Female",2013,25000,10.1266311038503
"11880",849,1,"HS",2009,"White","Female",2001,27572,10.2245560440055
"11881",849,1,"HS",2009,"White","Female",2003,25000,10.1266311038503
"11882",849,1,"HS",2009,"White","Female",2005,20000,9.90348755253613
"11883",849,1,"HS",2009,"White","Female",2007,11000,9.30565055178051
"11884",849,1,"HS",2009,"White","Female",2009,12000,9.39266192877014
"11885",849,1,"HS",2009,"White","Female",2011,22000,9.99879773234045
"11886",849,1,"HS",2009,"White","Female",2013,24100,10.0899671194787
"11894",850,0,"HS",0,"White","Male",2001,60000,11.0020998412042
"11895",850,0,"HS",0,"White","Male",2003,68000,11.1272629841582
"11896",850,0,"HS",0,"White","Male",2005,85000,11.3504065354725
"11897",850,0,"HS",0,"White","Male",2007,85000,11.3504065354725
"11898",850,0,"HS",0,"White","Male",2009,83000,11.3265958867787
"11899",850,0,"HS",0,"White","Male",2011,86000,11.3621025752356
"11900",850,0,"HS",0,"White","Male",2013,93000,11.4403547721354
"11908",851,0,"HS",0,"White","Male",2001,35000,10.4631033404715
"11909",851,0,"HS",0,"White","Male",2003,38000,10.5453414387085
"11910",851,0,"HS",0,"White","Male",2005,48000,10.77895628989
"11911",851,0,"HS",0,"White","Male",2007,59500,10.9937315915337
"11912",851,0,"HS",0,"White","Male",2009,37000,10.5186731916264
"11913",851,0,"HS",0,"White","Male",2011,46200,10.7407350770698
"11914",851,0,"HS",0,"White","Male",2013,48000,10.77895628989
"11950",854,0,"HS",0,"White","Female",2001,25000,10.1266311038503
"11951",854,0,"HS",0,"White","Female",2003,20000,9.90348755253613
"11952",854,0,"HS",0,"White","Female",2005,22000,9.99879773234045
